x1,x2,r
18644,51786,45027
54786,8431,57091
54845,25961,49485
9772,52278,21915
41923,38189,38579
37764,31472,7206
11301,21946,43590
21760,27051,39026
28491,57458,10644
16012,10734,37792
28235,36545,58531
47211,14865,16804
59346,59181,25743
51898,10908,25119
47699,24039,9982
40132,56207,10617
9033,38485,18748
44744,25153,52478
57516,3745,1803
27348,45610,13139
16042,7923,10358
54635,41002,6187
42319,24374,29872
19183,56626,35136
4121,59120,29888
3749,23414,14037
37604,19083,2162
32390,17017,205
23423,1985,12792
57500,8231,14594
24005,51974,5818
36303,41669,44098
2661,24612,54126
33919,22868,36489
5418,44304,5185
3051,57250,57828
21758,3644,49127
15394,47883,55222
4314,43648,6249
11171,43285,33294
53802,36968,1766
1823,42598,56001
41024,10917,54543
25741,15916,54709
22440,1215,22182
7889,6338,55539
12981,58037,25805
18172,8587,51474
21460,2220,39939
38388,43308,42645
45608,15527,25856
16111,50094,7536
22070,7214,4134
31620,27323,17660
21648,34190,52848
37237,53505,13626
12986,11999,23194
14131,15591,24974
30638,8562,23679
56871,9438,26812
58214,54766,9071
7493,24910,52833
26099,29592,40423
31574,38092,44841
19950,23817,27060
53022,48951,15970
17120,56355,31965
11215,3811,5621
33388,13799,57592
6028,27720,39915
24105,26493,19651
46833,17197,555
51287,15470,32668
25054,18388,15617
41325,33634,53875
29015,41388,53687
17699,54425,18939
25496,15468,56649
15524,41989,41856
48899,7991,32993
59857,43601,14115
30159,21243,327
59053,2147,39884
23863,52611,20347
44829,53469,16618
33761,51321,35022
47487,53883,10193
47454,27228,43343
28848,34358,49969
21631,54435,4207
1847,4180,33061
7052,2923,14970
54253,2311,51163
33596,14520,55367
45119,17841,19435
3615,26041,48792
59898,27520,48522
31708,31835,59969
13327,49508,5561
19737,57949,44036
19029,11893,7368
58264,50086,751
54762,3227,36935
34139,14082,37820
54639,49002,15022
41371,2159,18694
35745,17571,31583
33571,47840,10359
44040,40855,53799
48311,29976,17307
16661,42096,33599
12279,4533,42514
22016,51463,19847
29994,37376,59465
55905,25917,7751
4573,2076,56341
49355,44204,37874
48268,50063,42928
8240,52307,20883
1867,3490,48359
26435,36972,3593
12845,40780,51827
58228,11009,14902
3751,6325,34912
58865,35204,14607
51610,9729,11344
20749,55915,29311
27530,52203,41823
10291,30512,31001
90,74,9832
4635,31267,11338
3591,26869,34945
3421,5941,7371
50772,16008,14129
46185,49889,28908
37479,34721,356
21650,55797,2392
12351,18706,34944
58925,18907,33474
32359,49149,45887
39440,58257,18421
37425,42139,35148
10186,18844,8480
34866,33720,49120
18105,27646,50229
29836,44306,20663
22682,20873,55228
44261,32385,23388
16272,8773,43246
42138,13017,48046
47383,3939,56171
13288,22647,55540
38133,58393,9423
37396,51369,10277
12516,41328,55362
34753,25082,6617
35960,46093,52825
8733,59360,29457
46665,35034,52915
8530,41543,43723
22154,11934,48685
38371,17522,29717
50732,43752,29649
528,3544,12983
35242,1377,46855
42543,16323,780
4062,6836,48911
20158,38146,48982
248,47543,51590
45488,26299,46685
17832,15934,31931
7066,49515,18980
11454,44747,39956
39394,33267,5447
52961,37856,19940
6541,7201,49813
37564,28671,30611
50024,37211,50133
12412,8456,6212
42904,59770,56615
48595,7211,3747
22191,24908,42030
31002,14768,6212
17563,32612,59043
18255,53740,31884
49046,4637,10646
57919,39383,19795
2156,10430,34986
17893,24687,33514
6205,39570,41504
30205,20459,26586
48606,26044,19125
20189,57682,48918
6431,14306,41375
1187,24470,35089
16462,1404,53568
16891,15316,8074
41532,9092,10175
48193,41632,24832
37720,37404,15097
49738,32339,41723
42840,23937,56589
51686,10812,5082
17325,156,40501
59468,45784,10405
8420,10481,20552
1299,12977,46482
40394,35306,54679
48514,2609,46746
14835,30204,38290
38358,13628,57463
33010,57072,25783
2550,48421,36630
54093,20121,16119
57373,56483,35171
15465,4342,56099
27491,20786,6020
26355,33296,43732
57836,24098,10582
6423,15172,37691
7384,8953,28968
56258,47871,22161
11657,54422,25758
56167,55534,44134
34353,30033,29883
25095,34299,10911
41975,52259,24694
40813,20185,29635
12823,30863,34448
41615,44686,31225
50527,27672,6964
41755,21412,20048
56568,31272,46787
16769,11452,28287
8348,54608,29861
14205,4456,39202
41299,46677,52685
43207,24111,17218
22252,57919,37977
44543,9767,15215
22875,22759,4404
58482,34371,12091
41243,13198,27169
20265,11528,13098
17699,10945,29221
46992,29140,37618
32979,36980,3923
22321,52521,9456
21237,42086,54444
4018,15562,49093
27664,49719,24208
24644,49195,43736
24045,55199,20897
20646,20629,43963
11465,34075,23321
29996,39534,10925
27621,18102,13287
15017,44404,19944
6309,8127,59138
17084,44241,39929
40155,55458,53870
9551,30544,48795
5458,35192,10151
7367,35736,1410
48451,22084,13712
59255,21815,37810
13141,52816,54878
19211,39958,17116
5819,3559,47100
14570,39267,30169
40307,38167,23411
38654,22729,27956
35324,17389,29360
54982,38611,3340
17838,37201,8848
18992,11252,2604
2253,35876,56629
45805,3830,36362
46458,4441,56324
51959,47311,37169
16819,55965,27048
56903,14203,55670
23147,3620,36323
12646,35218,56261
44582,49575,38061
21475,23408,10568
38751,41053,13457
5961,6765,12099
15041,52749,22370
10316,3283,40544
23,1844,11564
973,31894,43564
31078,2542,30007
38157,50857,6673
48656,24989,7468
21803,13960,636
4391,46322,26368
10181,5246,19091
3520,58973,33124
53314,32278,7461
13420,22491,48326
58998,43852,29667
5575,46268,31394
30689,29152,52647
11384,20262,56408
54543,10716,16784
55222,1426,7691
4880,27356,29165
48203,28124,49521
20573,10619,51720
37297,47487,5534
24829,4466,37894
33865,4330,41667
38495,42397,11432
35498,33377,29143
51104,23806,45470
12850,19771,5888
55730,35804,31445
53098,25882,52283
48433,29158,24442
51889,24464,19902
11267,7574,53524
51611,40722,1564
56101,4616,15091
27010,4918,37895
11701,49336,6150
17909,17983,53674
24922,20323,53567
38586,39707,59636
19594,3278,23494
4863,17835,54604
59727,55539,19748
2661,9800,4565
47538,35006,45100
21800,2143,25729
18768,19908,33349
57100,28120,29635
54843,2244,51773
2784,59958,43777
51511,10486,16771
34384,18663,58122
49675,27751,2713
8921,54793,22207
43867,49453,58762
5219,34997,7220
1948,45567,28008
4489,45680,2133
685,45604,51701
49887,16648,52365
9151,34459,35972
7045,27511,32687
46843,47599,26773
24000,10079,51885
51134,48554,58503
13823,21275,38329
6302,47639,27302
8177,59078,30724
50586,3886,59351
3792,54068,20118
3157,1321,18682
17131,54093,42619
58732,11876,17605
23804,20699,46864
27954,55496,8340
51288,18619,50909
34426,50503,47976
31426,19230,40408
1482,32464,3368
35798,9251,46899
58885,9545,56583
13558,41943,33638
20913,29215,23389
58466,3457,26280
56158,22705,1178
20438,41613,52463
30948,29727,40891
23094,22920,56814
13075,34206,20310
28705,13009,24389
52722,13616,2425
32258,54154,33585
59061,13211,30239
3689,51064,53176
48662,50202,24531
46724,37141,23496
18143,28414,48038
52514,26282,35911
7801,41242,7829
27481,1079,48744
38295,55266,43901
42523,59661,29074
33780,50808,7919
8912,58417,38480
34126,2295,253
21508,32660,5846
34274,55535,20501
51996,11466,7981
52839,23025,42156
31649,7757,39328
7862,35639,27244
13827,59681,41835
40555,34432,14881
30692,58793,10301
5671,4987,8816
35388,40849,13200
38231,14804,52149
21827,47641,8878
10724,51973,9524
54362,15478,11298
53867,53993,18474
33642,34879,34461
13868,48974,45667
58023,46238,11099
55647,44835,30831
7857,7369,49756
26899,48374,31793
13315,52380,46105
27222,32320,14266
24910,11332,12879
15322,18761,52174
28121,55094,17321
57704,34517,100
28173,9625,21393
59633,6096,14364
26349,47417,24489
27832,31948,11231
13282,7245,36976
12125,32716,54415
13796,24123,57827
26531,33440,13135
48040,57116,15611
31796,34108,316
12912,33356,32312
10041,6425,20866
55662,59162,5852
38798,43004,14952
27966,40967,34680
39729,51345,20146
7982,13632,29184
29734,48455,16778
2951,6056,40835
10642,29909,12183
12544,14689,5856
21149,56062,59796
27122,48787,35343
1344,12359,27079
57279,17411,57919
3728,28366,47738
19885,40852,33389
50868,25396,50729
52933,19782,37627
23268,55844,47680
552,31987,9283
10120,49755,37754
21235,48200,5316
11447,41210,53229
58417,47712,43301
22229,42656,49413
33038,24586,47790
23264,5100,10554
12197,869,42201
59141,39861,2471
58524,30744,14966
15369,45917,9397
928,22316,31839
20739,15974,31466
1996,24450,31883
15554,36173,14691
15363,24322,52935
17040,27829,10907
1852,46715,40315
17126,51531,5444
2883,13996,6439
23488,7099,41964
43689,26479,53144
57148,8200,59265
6853,17876,13171
57994,24608,26385
25872,14119,40057
2658,54961,47289
19788,17454,32874
12814,16415,55153
20312,45655,39032
2171,4193,12836
2184,54107,30920
45679,9142,23288
25165,51748,46057
53883,3163,386
21522,16644,59157
20175,43065,12797
55850,59662,21197
19022,10782,35587
32742,3760,43874
42709,31969,36169
845,49200,38814
1654,49689,57357
12361,50862,39922
2867,29680,48598
26069,47764,30249
59845,10027,21848
16048,44261,44301
52771,36580,2925
39106,4526,44639
50733,44832,27134
33178,37320,7019
59099,59524,8410
50804,6937,21067
47225,8191,48265
28534,17315,56387
15937,47980,55174
6321,44853,58701
55213,7085,25996
18888,5371,50596
40443,1502,32449
56848,36486,30343
5942,11827,51473
31798,21323,6835
40719,44136,4560
27259,17024,38794
3933,15038,49228
34775,41078,7336
40922,12909,29833
47276,49509,1827
53271,38432,21765
23454,17999,13258
7856,13928,31934
5028,30599,32902
44296,3414,43986
38145,11859,21281
57571,46868,26174
26189,47962,24886
57190,14708,34994
17490,19426,57660
52944,33873,24991
52952,25198,37917
39264,42870,8274
48060,18518,12779
3946,57305,12994
49538,12041,2367
3526,15444,49927
10001,45953,40998
8384,51834,44139
58916,47014,46028
23114,34749,33224
26807,54074,447
6171,22262,26096
20716,57549,7224
52259,15766,49518
24048,26952,13789
28526,21400,19885
50272,10333,48915
56174,50949,39817
160,54493,50186
52052,3115,15000
38364,46174,32114
7568,2536,13018
44935,10112,58847
8135,32958,57432
45490,10300,21118
4001,10689,41677
31563,39062,14697
43988,13786,48461
52730,13704,8372
1089,9650,15247
7972,28166,28691
42055,24398,3434
7832,52180,160
28529,17429,16464
59375,17584,37602
24080,41927,51305
56013,47366,22700
1171,6147,56736
24766,55543,25310
46694,26772,937
45256,9041,36489
16181,6238,24205
8590,26800,16925
15077,49546,26694
2063,52994,4140
52455,36248,2539
3851,40085,55060
36849,29106,33227
34486,40193,47154
2816,58048,53420
23530,14126,52342
13237,5532,31314
15765,26648,92
22873,29196,19869
13950,18636,32271
17739,23753,23537
47238,24911,4818
5127,32223,49198
22734,26546,51220
3805,44358,57643
12649,34781,59490
44054,51202,7575
58600,38360,28386
17543,58039,11427
52995,27357,56363
4324,53340,46929
38884,22882,22414
28228,35699,28179
4809,24613,40443
22438,44397,1699
56085,17520,49004
33124,51837,10820
10177,59069,27217
54284,18034,57830
38070,37664,45724
50265,56192,2699
56260,4034,24250
1978,5643,30482
15291,7837,59571
29566,37686,1650
8140,54542,13679
11680,56043,10566
1518,2228,29086
20246,364,50060
34563,47809,14078
1594,42164,34860
58,11944,5350
5649,58437,18114
13176,19518,24246
57778,26933,12550
44899,17799,14801
7580,37217,18424
26210,53861,30174
29641,4041,59320
46089,31310,54492
23579,52495,49941
38852,15275,40032
31858,46445,48369
32942,41684,23903
33054,15900,33153
50532,7279,17366
48259,12668,48652
31440,49251,28369
29153,7019,31905
3559,23786,46897
26399,22473,27216
22425,10400,37836
30695,31357,6460
5903,5866,10846
26882,9119,55686
31003,49702,52035
9610,36396,45408
42075,36185,10984
39879,54447,9769
18742,33749,1596
43697,26984,16050
50292,23480,31419
51309,4957,26492
54838,31143,40932
43138,36958,46978
53269,51728,36771
14054,19151,12757
26102,49624,15798
27654,55488,43349
5517,7209,57330
54732,35950,21218
46841,18099,36865
13878,22825,5635
45488,43702,18765
37169,2004,21440
12748,51706,2480
31876,41601,3921
58047,7516,6276
2279,44312,41283
12354,13642,45744
20232,57089,25690
38517,49762,34999
50964,43300,6025
11564,48596,38258
59508,36045,59499
41163,9492,56397
52171,19172,53935
32125,37917,25563
39607,19934,46788
8697,10015,39624
977,28463,3004
43804,30509,40857
29292,35887,20046
5371,51614,52353
22211,20506,56512
10795,52552,27904
45406,44056,24511
24476,14547,28508
27226,9328,29940
25387,9122,21536
54838,44602,50953
30001,38738,36812
3694,35378,41829
28161,56762,15587
26633,36941,8291
15724,39556,31889
24126,392,58922
11020,23985,7785
4411,1096,46121
15331,50770,56925
17398,24495,20198
59589,8313,637
50131,33916,46970
16340,10473,50250
35680,23261,6693
46207,8311,50024
30142,21488,40592
49599,55479,55625
57990,10688,9521
14167,6136,21138
23473,55681,50843
26714,18049,32263
24045,58459,34606
9366,53091,57148
5539,16751,24535
35008,53142,8723
5768,29630,43746
3801,45280,16061
30889,27532,13957
916,49452,43725
52817,6426,39346
41588,34103,13196
28401,694,17709
23400,18369,41720
51148,15565,3888
26134,33426,10560
58289,20334,37629
9361,54071,56790
59509,29157,38398
31907,21847,48410
37825,14585,16644
18938,16504,11123
15273,23943,2460
10567,4340,24207
48526,52940,41477
7877,27122,32291
26504,10314,52014
57637,46008,14602
42353,48486,12188
47380,25473,7177
42750,6684,55059
42839,56695,10501
1671,27415,41553
54939,49129,5480
34404,27327,30026
45099,13345,40122
38575,44802,8079
57145,13358,33045
28704,30368,23215
34560,28818,21769
44543,32868,20210
58786,37326,1196
12209,29765,41907
56760,47782,18847
19832,9060,48227
32404,19001,26889
2385,58224,51815
17219,1221,35869
3499,6552,50189
44713,18899,2497
50887,43107,1292
25114,28512,45273
53041,50840,30492
26883,12017,34052
27258,31156,49453
18831,3924,10659
58427,48795,8634
14113,17135,49814
2485,24732,3470
5242,59304,2725
1572,17548,28403
29499,9398,52380
36549,16994,31030
6919,21148,58808
30608,17332,48861
26087,54669,32147
24858,4212,16070
57542,23771,15658
44068,41419,14777
31338,17883,7501
44270,7376,6167
53740,8033,31763
37732,38572,28
12625,38594,36639
55469,48392,41835
38456,6758,49426
39740,3713,6348
11083,51837,35110
42700,59271,52057
29228,54210,32629
1594,19099,45906
48749,6159,44164
21218,41502,26733
47855,37642,1822
57839,31239,35234
41231,44031,14694
23165,51885,15293
9305,57564,17490
32597,48294,16379
4308,28831,12591
16471,8694,43001
44569,16414,53059
59116,30255,38340
50148,10356,33968
33979,44837,47839
46707,20732,8656
59337,5619,40245
57543,36445,40052
16697,37765,27151
56232,1490,57821
5613,34578,34100
30474,24916,26649
552,14901,59744
59830,2911,40897
46421,16595,4238
13549,28281,47956
2921,31628,21323
42766,15951,22246
56250,52231,45195
3486,43487,25877
22376,24128,11024
42589,11383,14302
14374,6221,48517
4546,22332,24696
19739,31737,13710
43818,21098,5236
10299,53678,36494
36862,28445,6990
4347,16276,28001
13348,26738,41775
17766,58553,13644
51626,33507,17011
14786,41804,22468
38343,2247,19286
53525,46816,21250
5262,3809,30841
10957,8881,29740
22001,47813,39796
21509,28425,50532
3209,58710,32014
36320,14607,33957
26697,17825,25872
52390,30863,27185
26537,51686,36550
30788,31896,15
3121,943,20975
30654,49894,35446
56164,50579,41821
36821,15322,2671
5913,10048,13141
48023,49005,13843
28802,56074,55095
34856,6959,54360
16456,39895,23644
41396,11302,40419
28754,49277,24912
49281,44624,44384
39159,6575,6376
10473,51240,27556
14631,29639,31993
37585,30354,25925
34227,2255,9825
50395,40602,38477
9383,18830,4771
35751,38179,26555
38490,43317,13503
59741,5084,10944
3438,12711,38736
48023,33870,36014
29948,35504,50082
52195,39621,38478
20318,30558,12575
40698,46661,48975
32487,50317,48852
52105,431,9510
38081,53209,7206
3734,24422,46074
6108,52545,27699
38148,59125,8523
19128,40997,8732
53920,56190,446
1737,20637,3637
58235,6251,27949
8618,7268,52142
35629,684,23779
47337,8854,56335
13850,58642,48624
20214,43217,8667
57799,22015,5929
43253,58293,9550
37036,24068,22599
14548,29056,54800
45129,49673,30222
21949,13068,22827
26059,40359,39812
35339,47647,55899
13014,33023,59246
37840,84,19594
37169,33953,59882
42009,49389,4249
41428,11977,3429
13467,17596,32930
44052,15730,6623
39918,45485,35535
49529,2134,3496
19296,2748,4063
16780,2945,56052
14821,58286,32440
44529,59875,11437
45540,18282,20438
37,47429,22581
51280,14943,5061
15425,6037,28610
49704,51323,17992
20547,54833,46605
3776,5704,55956
39216,5048,31166
42296,38682,33133
32775,56144,47069
57020,26225,40970
40062,43208,8813
16618,38164,31643
6592,48580,30874
48319,7013,55245
38270,6313,46560
17469,44741,36448
45633,2343,2365
50339,18869,10116
14465,4489,32626
50099,55815,14068
43894,17733,8574
32585,19250,25810
6012,53324,2870
21440,23704,38101
10079,28134,13993
4567,16798,11314
34547,24331,22251
41070,21365,59487
30017,10467,7683
34856,17907,25926
24167,48858,15678
55894,44827,54879
40128,54859,9518
39386,57376,30646
20891,52745,36960
82,16672,23811
53281,44417,54104
38185,33003,31513
57737,1770,21100
38653,32690,2729
7745,46773,34014
25255,4835,4047
47737,54489,8384
25057,22219,10024
11003,10366,26811
54456,23468,42120
15462,47330,43841
42800,551,30847
53740,54160,36246
52845,26268,1809
4767,24500,54222
43308,46679,27406
25550,1624,11338
48965,55054,44582
43405,49923,41970
23406,19638,28975
24099,59959,27566
11242,48351,17604
50093,36972,50326
43032,5657,22892
57048,33758,24831
29438,24639,9337
1606,23513,53752
11436,31443,4068
28706,16633,13224
36725,9192,8151
51035,10589,11666
6158,15970,22190
54950,34488,54099
21365,53015,22846
3763,4094,58297
36313,12067,46585
45574,19116,56215
14823,30155,40806
47969,20146,7253
32572,38008,42921
54075,13232,26198
58515,6941,34935
1807,11956,50516
6719,34045,53535
9824,40888,33370
50846,21408,40876
52250,19885,5664
24409,50149,9415
33007,38429,2403
47031,35504,50618
24888,54567,19021
53436,18705,56068
19252,53229,20516
24965,13421,52749
19289,21452,7725
48253,22123,18320
50904,37973,10029
27437,15903,45223
45695,36440,45185
26580,6190,8535
29147,41839,50348
59345,36731,18584
48119,39172,22450
36838,49309,22395
56472,4601,49117
11801,40698,2028
20428,41523,21054
27839,8561,30541
47971,43207,47779
56459,36913,18369
46574,56114,32167
20705,36470,29058
